ProteinId	GeneSymbol	glucose
YIL153W	RRD1	631.06
YBR025C	OLA1	29863
YGR205W	TDA10	2002.82
YJL089W	SIP4	130.407
YPL034W	YPL034W	9.47157
YGR267C	FOL2	4437.22
YOL053W	AIM39	1549.36
YLR118C	YLR118C	1197.64
YMR281W	GPI12	645.797
YBR119W	MUD1	2370.28
YLR327C	TMA10	468.491
YGL057C	GEP7	1958.81
YGR141W	VPS62	720.441
YER109C	FLO8	479.213
YMR286W	MRPL33	855.733
YDL235C	YPD1	5059.68
YPL113C	YPL113C	1078.36
YBR146W	MRPS9	1304.67
YBR251W	MRPS5	4074.33
YOL105C	WSC3	306.952
YPR093C	ASR1	147.571
YGL029W	CGR1	1782.35
YCL058W-A	ADF1	793.915
YNL019C	YNL019C	224.363
YGR076C	MRPL25	1691.81
YHR059W	FYV4	936.768
YLR449W	FPR4	9039.26
YDR151C	CTH1	187.722
YLR251W	SYM1	583.562
YGR016W	YGR016W	108.473
YGR030C	POP6	379.972
YDR184C	ATC1	804.913
YGR237C	YGR237C	2455.6
YER140W	YER140W	1661.96
YBR290W	BSD2	195.959
YOL069W	NUF2	3122.81
YOR234C	RPL33B	24480.6
YPL143W	RPL33A	5113.52
YKL110C	KTI12	6179.64
YPL267W	ACM1	580.99
YGR262C	BUD32	1273.65
YNL259C	ATX1	906.36
YOR129C	AFI1	1320.58
YGR128C	UTP8	12577.5
YNL122C	YNL122C	663.405
YDR377W	ATP17	1714.95
YJR106W	ECM27	6.95961
YLL061W	MMP1	845.825
YDR092W	UBC13	2647.67
YGR085C	RPL11B	19284.2
YLL003W	SFI1	1340.45
YPL161C	BEM4	2403.44
YLR022C	SDO1	7556.71
YDR427W	RPN9	12140.5
YLR214W	FRE1	1185.4
YJL193W	YJL193W	620.902
YOR137C	SIA1	1351.36
YLR405W	DUS4	1963.26
YDR314C	RAD34	363.903
YNL197C	WHI3	2861.14
YCR047C	BUD23	2213.75
YER030W	CHZ1	1608.68
YOR033C	EXO1	204.731
YIL169C	YIL169C	1035.68
YHL021C	AIM17	1320.17
YFR023W	PES4	288.448
YDR538W	PAD1	1013.72
YBR166C	TYR1	5978.3
YMR003W	AIM34	295.969
YCR028C	FEN2	126.939
YHR196W	UTP9	13580.4
YBR177C	EHT1	10093.8
YEL025C	YEL025C	2060.6
YLR453C	RIF2	87.6906
YJR097W	JJJ3	2612.3
YJR126C	VPS70	208.028
YGR239C	PEX21	391.862
YGR223C	HSV2	762.883
YCL063W	VAC17	301.515
YJL134W	LCB3	148.395
YHR032W-A	YHR032W-A	160.304
YKR025W	RPC37	7046.76
YDR101C	ARX1	14492.2
YDR240C	SNU56	2199.21
YLR200W	YKE2	1055.85
YLR414C	PUN1	1745.57
YBR203W	COS111	1224.47
YLR073C	RFU1	191.332
YPR193C	HPA2	15.8552
YER087C-B	SBH1	3362.91
YGR021W	YGR021W	1359.28
YNR012W	URK1	3789.21
YJL122W	ALB1	4741.15
YML064C	TEM1	813.49
YPL092W	SSU1	400.87
YDR471W	RPL27B	20619.6
YBR253W	SRB6	758.989
YLR061W	RPL22A	12939.2
YDL246C	SOR2	558.578
YMR049C	ERB1	12510.2
YML043C	RRN11	249.468
YDL054C	MCH1	147.313
YER170W	ADK2	373.014
YMR173W	DDR48	1948.55
YBR138C	YBR138C	230.156
YKR041W	YKR041W	54.9374
YDR308C	SRB7	1120.24
YHR078W	YHR078W	807.518
YDR254W	CHL4	632.477
YPL177C	CUP9	106.027
YMR147W	YMR147W	1270.76
YLR164W	YLR164W	78.6415
YHL025W	SNF6	3467.98
YMR055C	BUB2	209.769
YIL096C	YIL096C	1535.12
YAL034C	FUN19	224.003
Q0255	Q0255	187.847
YBR056W	YBR056W	4957.84
YMR300C	ADE4	14658.2
YIL128W	MET18	6194.59
YBL082C	ALG3	847.388
YOR064C	YNG1	311.448
YCR076C	YCR076C	1844.33
YPR121W	THI22	17.31
YJR136C	TTI2	1073.81
YDR528W	HLR1	494.503
YKL072W	STB6	577.196
YDR122W	KIN1	8384.44
YLR096W	KIN2	7183.21
YER161C	SPT2	2097.89
YMR179W	SPT21	360.876
YGL191W	COX13	1266.71
YHR132W-A	IGO2	1404.25
YPR166C	MRP2	543.695
YPL274W	SAM3	4626.52
YOR288C	MPD1	2716.14
YFL034C-A	RPL22B	12134.4
YJL092W	SRS2	4694.83
R0010W	FLP1	792.109
YMR094W	CTF13	251.056
YNL138W-A	YSF3	303.935
YBR008C	FLR1	553.176
YGL226C-A	OST5	1320.96
YMR163C	INP2	31.6853
YDR043C	NRG1	315.166
YJR143C	PMT4	10659
YLR049C	YLR049C	577.248
YOR020W-A	YOR020W-A	943.446
YHR123W	EPT1	416.912
YNL155W	YNL155W	4940.32
YAL028W	FRT2	510.103
YBR115C	LYS2	424.719
YCR015C	YCR015C	2056.18
YLR098C	CHA4	882.023
YFR034C	PHO4	2294.5
YOR042W	CUE5	4941.51
YLR026C	SED5	3327.13
YMR299C	DYN3	898.205
Q0070	AI5_ALPHA	49.1994
YGR142W	BTN2	8.60975
YCR009C	RVS161	11621.3
YDR002W	YRB1	12177.9
YLR293C	GSP1	15262.6
YEL065W	SIT1	101.472
YGR033C	TIM21	3991.26
YHL009W-A	YHL009W-A	33.6167
YFL011W	HXT10	39.3518
YBR230C	OM14	590.741
YHR161C	YAP1801	1228.87
YDL142C	CRD1	81.8293
YML094W	GIM5	9352.95
YJL065C	DLS1	241.312
YDR461C-A	YDR461C-A	272.353
YMR263W	SAP30	1478.61
YGL083W	SCY1	4504.75
YMR159C	ATG16	275.859
YDR077W	SED1	504.892
YDR260C	SWM1	40.1129
YER058W	PET117	965.304
YLR084C	RAX2	1789.49
YPL066W	YPL066W	635.838
YKL069W	YKL069W	3856.93
YKL086W	SRX1	369.033
YDR156W	RPA14	3145.21
YML112W	CTK3	625.646
YPL047W	SGF11	470.186
YLR056W	ERG3	6850.75
YLR165C	PUS5	366.129
YKR039W	GAP1	451.165
YLR141W	RRN5	66.0407
YOR213C	SAS5	1434.18
YML068W	ITT1	206.524
YDR488C	PAC11	1056.79
YNL162W-A	YNL162W-A	251.546
YDL137W	ARF2	15610.3
YDL192W	ARF1	4605.64
YBL026W	LSM2	1798.2
YGL104C	VPS73	40.243
YML119W	YML119W	1286.37
YLR168C	UPS2	478.47
YKL049C	CSE4	546.426
YLR376C	PSY3	204.911
YGL146C	RRT6	46.6461
YIL027C	KRE27	1376.7
YML077W	BET5	444.995
YDR286C	YDR286C	778.117
YLR254C	NDL1	738.17
YER048W-A	ISD11	3842.98
YML022W	APT1	8704.45
YHR136C	SPL2	38.0939
YDL075W	RPL31A	33500.2
YLR406C	RPL31B	3573.01
YML037C	YML037C	2013.34
YHL047C	ARN2	87.9121
YER044C	ERG28	831.309
YMR073C	IRC21	1566.5
YKR004C	ECM9	1200.6
YPL183W-A	RTC6	77.6786
YPL225W	YPL225W	9604.46
YKL186C	MTR2	2361.56
YNL135C	FPR1	10779.6
YJL057C	IKS1	584.57
YGR008C	STF2	290.945
YOL159C	YOL159C	73.5215
YMR043W	MCM1	157.367
YCL047C	POF1	2326.41
YMR071C	TVP18	1346.67
YFL029C	CAK1	2496.63
YPL166W	ATG29	194.918
YLR390W	ECM19	422.942
YNL038W	GPI15	151.128
YNL304W	YPT11	1169.68
YLR404W	FLD1	657.05
YGL224C	SDT1	2170.44
YDR435C	PPM1	1159.24
YMR241W	YHM2	4385.06
YER124C	DSE1	712.038
YAR003W	SWD1	2096.21
YLR099W-A	YLR099W-A	535.522
YBR047W	FMP23	125.19
YOL077W-A	ATP19	159.092
YHR148W	IMP3	8660.73
YGR121C	MEP1	578.729
YPR138C	MEP3	130.307
YDR364C	CDC40	2765.22
YFR025C	HIS2	5554.76
YNR018W	AIM38	2706.06
YKL046C	DCW1	452.3
YOL159C-A	YOL159C-A	161.044
YGL204C	YGL204C	619.019
YMR010W	YMR010W	389.773
YDR185C	UPS3	210.199
YJL011C	RPC17	4933.21
YER019W	ISC1	1401.71
YDR510W	SMT3	6074.81
YLR246W	ERF2	107.791
YMR243C	ZRC1	2368.91
YOL009C	MDM12	676.977
YKL160W	ELF1	879.403
YBR050C	REG2	38.536
YLR064W	PER33	1413.42
YIR015W	RPR2	147.906
YNL263C	YIF1	2390.01
YDL206W	YDL206W	183.443
YDR378C	LSM6	2493.5
YOR083W	WHI5	732.644
YDR054C	CDC34	2109.76
YNL237W	YTP1	76.6709
YHR001W-A	QCR10	175.347
YGL044C	RNA15	2966.15
YNL204C	SPS18	34.0128
YBR217W	ATG12	144.069
YGR101W	PCP1	198.264
YPL236C	YPL236C	1289.46
YBR255C-A	YBR255C-A	269.304
YOL146W	PSF3	471.123
YDL194W	SNF3	183.389
YJR054W	YJR054W	454.355
YMR037C	MSN2	2311.55
YKL062W	MSN4	6196.63
YPL191C	YPL191C	532.731
YBR157C	ICS2	309.668
YBL093C	ROX3	793.653
YMR127C	SAS2	494.059
YER019C-A	SBH2	3272.05
YNL044W	YIP3	4333.45
YIR012W	SQT1	3765.45
YJL069C	UTP18	4263.61
YGL225W	VRG4	3361.08
YHL006C	SHU1	536.783
YLR050C	YLR050C	1176.06
YDL067C	COX9	246.019
YLR332W	MID2	773.747
YGR023W	MTL1	779.848
YKL192C	ACP1	2755.36
YIL135C	VHS2	749.887
YNL074C	MLF3	1492.3
YPR101W	SNT309	132.135
YLR179C	YLR179C	9339.91
YDL217C	TIM22	671.323
YBR042C	CST26	3308.93
YKL218C	SRY1	783.593
YML009C	MRPL39	346.236
YBR095C	RXT2	1714.53
YJL171C	YJL171C	4195.83
YJR012C	YJR012C	21.2651
YMR171C	EAR1	1247.64
YBR032W	YBR032W	62.2726
YPL247C	YPL247C	1636.43
YBR005W	RCR1	691.483
YKL033W-A	YKL033W-A	4497.62
YDL018C	ERP3	962.099
YBR077C	SLM4	1767.93
YML038C	YMD8	797.374
YHR060W	VMA22	1759.8
YDL173W	PAR32	3128.49
YBR078W	ECM33	10206.4
YPR109W	YPR109W	178.131
YKR055W	RHO4	1446.14
YKL183W	LOT5	648.364
YBR061C	TRM7	1145.89
YCR075C	ERS1	170.579
YOR003W	YSP3	254.084
YDL157C	YDL157C	1620.07
YJL166W	QCR8	408.443
YDL008W	APC11	1134.45
YNL208W	YNL208W	4429.73
YGL176C	YGL176C	211.876
YHR187W	IKI1	1137.36
YER061C	CEM1	1050.74
YGL184C	STR3	1299.42
YPR082C	DIB1	735.611
YJR118C	ILM1	839.797
YDR252W	BTT1	1833.13
YPR176C	BET2	2442.18
YDR115W	YDR115W	400.35
YFR045W	YFR045W	889.974
YGR284C	ERV29	4515.31
YMR088C	VBA1	699.937
YFL010C	WWM1	6485.79
YGR215W	RSM27	828.993
YDL202W	MRPL11	1587.88
YGR096W	TPC1	348.252
YER112W	LSM4	851.642
YNL036W	NCE103	763.739
YNL217W	YNL217W	590.501
YDR236C	FMN1	2981.7
YJL143W	TIM17	2170.07
YER072W	VTC1	1298.14
YMR283C	RIT1	2302.23
YPR154W	PIN3	2761.65
YNL025C	SSN8	519.439
YOR294W	RRS1	3292.32
YIL132C	CSM2	85.1136
YCR075W-A	YCR075W-A	814.023
YIL064W	SEE1	2069.1
YHR139C	SPS100	74.9063
YLR205C	HMX1	196.604
YDR178W	SDH4	405.011
YDR500C	RPL37B	19085.3
YLR185W	RPL37A	4994.23
YKR013W	PRY2	274.962
YGL213C	SKI8	5589.69
YNL160W	YGP1	2166.32
YBR285W	YBR285W	81.2093
YCL057C-A	YCL057C-A	484.49
YJL115W	ASF1	3808.47
YDR469W	SDC1	875.815
YOR060C	SLD7	138.061
YPR073C	LTP1	5303.11
YMR136W	GAT2	223.249
YDR123C	INO2	919.408
YFR018C	YFR018C	510.582
YBL020W	RFT1	921.193
YMR174C	PAI3	277.556
YFL034C-B	MOB2	1470.62
YPL244C	HUT1	432.411
YGR183C	QCR9	98.0431
YJL133C-A	YJL133C-A	931.727
YHL018W	YHL018W	508.087
YCR046C	IMG1	670.982
YOR028C	CIN5	416.521
YBR269C	FMP21	64.329
YNL024C	YNL024C	313.84
YKL170W	MRPL38	698.8
YGL041W-A	YGL041W-A	1348.19
YKL193C	SDS22	6058.53
YIL067C	YIL067C	999.491
YCR044C	PER1	645.028
YOL092W	YOL092W	1018.83
YDR441C	APT2	140.033
YOR224C	RPB8	2291.56
YKL167C	MRP49	2101.07
YJR010C-A	SPC1	443.96
YLR394W	CST9	175.348
YBR167C	POP7	1616
YLR459W	GAB1	685.249
YMR256C	COX7	389.985
YGL096W	TOS8	33.5948
YDR410C	STE14	427.83
YGR136W	LSB1	3686.4
YDR306C	YDR306C	754.032
YLR120C	YPS1	1125.76
YGL127C	SOH1	565.963
YGR057C	LST7	185.751
YHR200W	RPN10	3741.14
YNL305C	BXI1	218.42
YIL119C	RPI1	2965.53
YFL017W-A	SMX2	522.416
YAL011W	SWC3	2226.21
YGL116W	CDC20	243.665
YLL028W	TPO1	1099.84
YDR492W	IZH1	1806.66
YNL294C	RIM21	50.3016
YKL004W	AUR1	374.254
YNL099C	OCA1	623.453
YBL078C	ATG8	656.225
YPR198W	SGE1	33.5156
YKL018C-A	YKL018C-A	477.637
YJR086W	STE18	1009.01
YDR284C	DPP1	1492.36
YGL047W	ALG13	805.024
YDL169C	UGX2	40.5918
YPR186C	PZF1	828.938
YGR038W	ORM1	257.425
YLR350W	ORM2	354.372
YCR066W	RAD18	1777.42
YPL252C	YAH1	1964.41
YHR138C	YHR138C	569.675
YKR083C	DAD2	216.269
YDL049C	KNH1	24.9846
YMR150C	IMP1	283.057
YGL128C	CWC23	168.546
YHR144C	DCD1	1658.34
YLR154C	RNH203	241.255
YBR201W	DER1	130.744
YCR010C	ADY2	1694.33
YKR105C	VBA5	7.86852
YNR066C	YNR066C	230.399
YLL049W	LDB18	134.954
YDR363W-A	SEM1	641.912
YGL030W	RPL30	16985.4
YBR220C	YBR220C	1133.45
YJR056C	YJR056C	545.61
YBR162W-A	YSY6	1133.28
YDL151C	BUD30	50.7597
YER100W	UBC6	515.294
YCL056C	PEX34	133.801
YJL199C	MBB1	40.0392
YDL155W	CLB3	453.72
YDL125C	HNT1	7374.47
YKL006C-A	SFT1	600.815
YIL156W-B	YIL156W-B	486.309
YDL057W	YDL057W	397.648
YGR144W	THI4	43.1987
YMR126C	DLT1	126.08
YMR034C	YMR034C	265.279
YAL044C	GCV3	2886.02
YPR051W	MAK3	2170.89
YDR249C	YDR249C	471.789
YBR158W	AMN1	266.298
YLR145W	RMP1	140.038
YOL028C	YAP7	231.388
YBL018C	POP8	1337.02
YDR309C	GIC2	1214.85
YOR380W	RDR1	514.925
YGL058W	RAD6	1648.04
YPL248C	GAL4	58.9182
YGL222C	EDC1	614.489
YGR026W	YGR026W	1379.6
YJL163C	YJL163C	137.037
YDR320C-A	DAD4	18.0522
YHR199C-A	NBL1	188.866
YER179W	DMC1	62.8185
YOR384W	FRE5	29.9708
YPL189C-A	COA2	181.975
YDL111C	RRP42	3528.93
YBR148W	YSW1	145.83
YOL086W-A	YOL086W-A	558.609
YLR457C	NBP1	756.384
YKR030W	GMH1	930.931
YDR536W	STL1	654.406
YMR059W	SEN15	33.9037
YNR055C	HOL1	624.284
YPR010C-A	YPR010C-A	493.809
YGL079W	KXD1	945.246
YOR342C	YOR342C	693.086
YGR062C	COX18	210.123
YIL024C	YIL024C	64.4288
YLR435W	TSR2	2881.62
YDR073W	SNF11	695.376
YJR124C	YJR124C	589.61
YCL074W	YCL074W	273.813
YDL085C-A	YDL085C-A	408.775
YDR336W	YDR336W	93.1108
YDR397C	NCB2	418.71
YER181C	YER181C	158.419
YER146W	LSM5	1538.63
YCR020C-A	MAK31	490.253
YCR034W	FEN1	3439.25
YOL107W	YOL107W	431.09
YPR169W-A	YPR169W-A	98.2976
YCR020W-B	HTL1	588.537
YNL146W	YNL146W	73.2981
YJL062W-A	COA3	840.919
YGR172C	YIP1	397.715
YBR076C-A	YBR076C-A	353.063
YDL231C	BRE4	16.0148
YIL049W	DFG10	622.132
YKL183C-A	YKL183C-A	398.232
YMR122W-A	YMR122W-A	384.147
YMR251W-A	HOR7	1624.99
YLR065C	YLR065C	662.704
YGR075C	PRP38	108.725
YOR104W	PIN2	1568.21
YDR126W	SWF1	272.588
YKL023C-A	YKL023C-A	528.063
YNL024C-A	KSH1	1486.71
YDR106W	ARP10	258.639
YKL208W	CBT1	32.0054
YDR456W	NHX1	167.661
YPR188C	MLC2	29.352
YDR315C	IPK1	284.182
YCL005W-A	VMA9	1122.36
YJL035C	TAD2	93.3958
YOL119C	MCH4	641.553
YPR036W-A	YPR036W-A	22.6768
YNL176C	TDA7	58.0194
YDL020C	RPN4	11.3092
YGR227W	DIE2	538.315
YLR110C	CCW12	10.5423
YDR302W	GPI11	282.834
YKR095W-A	PCC1	2591.71
YBL049W	MOH1	119.164
YDL123W	SNA4	247.207
YLR242C	ARV1	153.92
YEL064C	AVT2	105.228
YCR082W	AHC2	304.08
YKL053C-A	MDM35	183.645
YJL189W	RPL39	4720.96
YNR057C	BIO4	442.782
YDL012C	YDL012C	128.128
YBR016W	YBR016W	40.2977
YLR218C	COA4	424.269
YNL058C	YNL058C	548.163
YER104W	RTT105	120.082
YLR315W	NKP2	243.371
YJL059W	YHC3	918.26
YMR200W	ROT1	160.065
YBL029C-A	YBL029C-A	122.198
YLR437C	DIF1	520.679
YAL008W	FUN14	348.685
YFR036W	CDC26	605.691
YBL021C	HAP3	261.331
YIL023C	YKE4	76.1188
YMR081C	ISF1	23.5705
YLR443W	ECM7	19.8058
YOR079C	ATX2	476.054
YKR088C	TVP38	465.963
YPR167C	MET16	28.2532
YER116C	SLX8	80.6927
YEL059C-A	SOM1	20.7435
YHR053C	CUP1-1	87.5063
YIR039C	YPS6	37.3374
YIL152W	YIL152W	5.56218
YOL136C	PFK27	31.5447
YPR153W	YPR153W	271.657
YDL218W	YDL218W	140.324
YPL234C	VMA11	609.733
YJL127C-B	YJL127C-B	6.06728
YEL009C	GCN4	384.077
YBR019C	GAL10	877.86
YER074W-A	YOS1	560.277
YJL097W	PHS1	285.728
YBR058C-A	TSC3	173.974
YJL079C	PRY1	59.1739
YOL132W	GAS4	1.72261
YNL130C	CPT1	701.037
YMR181C	YMR181C	82.6402
YBR210W	ERV15	438.84
YOR382W	FIT2	59.5718
YDR082W	STN1	17.5639
YLR121C	YPS3	205.753
YMR292W	GOT1	125.463
YER121W	YER121W	9.95982
YAR066W	YAR066W	71.4325
YPR061C	JID1	23.785
YER119C-A	YER119C-A	73.2454
YER076C	YER076C	12.6041
YHR134W	WSS1	40.4504
YML087C	AIM33	10.7101
YGL166W	CUP2	15.2284
YGL080W	FMP37	256.065
YBL040C	ERD2	1112.39
YMR251W	GTO3	0
