proteins	abundances
P38325	1.49696083728196e-06
Q08926	1.52104200950535e-06
P12687	1.61929265294122e-06
P40477	2.73280019619382e-07
Q12233	5.76177512064256e-06
Q08220	2.05433652172826e-06
P49435	6.76342925697732e-06
P25343	1.4457927833134e-06
Q06338	2.60089912693863e-06
0	4.06343880706453e-06
P00431	5.10555338784699e-07
P40185	3.15383218860114e-06
P21827	2.82499241714264e-07
P54781	5.74499561124827e-07
P03962	6.90263966512897e-07
P40030	2.16517316875702e-06
P33421	2.06720275809147e-06
P19073	1.98512600893179e-06
P15496	1.7133184861886e-06
P19881	1.01394472188403e-06
P20434	3.41426909721673e-07
P32505	4.61930621125121e-07
Q06405	3.88827297363848e-06
P40582	2.8894003169115e-06
P40098	4.65936113106847e-07
P49687	4.23880402223128e-07
Q06685	5.41012628142443e-07
0	5.28122573499798e-06
P53315	3.15140011082378e-06
P05375	3.05762893880232e-07
Q12532	8.57821902079114e-08
P14747	3.92378051332644e-07
Q04432	6.38976522788336e-07
P10507	1.13032306394484e-06
P38169	1.40451259249386e-06
P40087	4.13010746025127e-07
P50109	1.03739145268585e-06
P38234	4.68901066605703e-07
P43558	9.92150527510798e-07
P32902	7.52813538122499e-07
P38809	1.38686110057835e-06
Q03640	1.74178210200456e-07
Q05584	1.4054344192934e-06
P40485	1.62295304658166e-06
Q07825	8.68963648803864e-07
(P0CX28-P0CX27)	1.02815354445413e-05
Q01855	3.17564129668216e-06
P19524	2.5661386514576e-07
P47154	1.52967917733967e-06
P11938	6.74506164989299e-07
P34231	1.93718905487472e-06
P33317	8.6347303058066e-07
P11075	7.73724344310609e-07
P07273	3.32662943650326e-07
P06782	4.80788692614479e-07
P14164	5.51675497994172e-07
P61830	1.22433922671884e-05
P35723	4.02833857357955e-06
Q2V2P9	3.94192469884782e-06
P36147	7.40518899610117e-07
Q07589	4.3257924223105e-07
P37298	1.2472e-06
P36016	6.36769927817376e-07
P32915	1.15974329044171e-06
P23595	4.69826797384574e-07
P38986	1.33872602930806e-06
P89886	1.87648596049832e-06
Q12525	6.67814285775567e-07
P25037	1.12079477465046e-06
P37303	4.64967728447566e-07
P25045	5.31859705126877e-07
P36519	1.08327282787371e-06
P25369	6.63115572346762e-07
P32342	4.2932516622056e-06
P43555	8.50454206059832e-07
Q12515	1.5869005551728e-06
P40580	1.13740659775917e-06
P17891	1.23818651970658e-06
Q12452	1.2705017913531e-06
P38716	1.04602318866515e-06
P06102	4.5904e-07
P38929	7.21629545471171e-07
P80428	2.18708064704989e-06
P28273	1.67549892489362e-07
P47119	2.54078600045214e-06
P53221	4.6910989663876e-06
P25340	1.75079737037535e-06
P20435	1.40653396158356e-06
P38820	7.19457388148314e-07
P33333	4.72827297363848e-07
P23202	1.84536108188298e-06
Q06679	3.19212261698575e-06
O13547	6.64411665658099e-07
P28625	6.07460132205105e-07
P22213	7.40120179734253e-07
P51402	3.26582490802822e-06
P36516	4.23913648681924e-06
P32916	8.18717417274332e-07
P21147	1.24489103154141e-07
P38217	4.5629570331359e-07
P28321	5.75547385615156e-07
P43609	7.56332461756366e-07
P53889	6.64171209915121e-07
Q01477	2.83104305289693e-07
P39721	1.42041398038322e-06
Q12298	1.77167190691288e-06
P53617	2.64758307533627e-07
Q08601	3.2567593978539e-07
P32904	6.75221502622164e-07
P53206	1.76901555491546e-06
Q06697	3.01393026479392e-07
P00546	5.52241707816964e-07
Q12000	9.43516935339295e-07
P32477	3.9416094858723e-07
P32643	7.84063582347988e-07
P47122	4.19272895133075e-07
Q12451	2.19059155951999e-07
0	5.34386720187304e-06
Q12211	7.39304733663025e-07
P40032	6.92483464691626e-07
P54837	8.0015822978665e-07
Q12028	1.84606473800183e-07
Q12018	2.1691531232552e-07
P53220	2.3900535123042e-07
Q99297	9.71344352554158e-07
Q02875	1.54238669832655e-06
P42846	7.01364763608729e-07
Q96VH5	2.50254676235825e-06
Q01080	1.68151152318985e-06
P40563	4.18654798338724e-07
Q12024	1.00615405083825e-06
P54003	6.21401606215983e-07
P38174	8.53710828747622e-07
P50861	1.91259980175584e-06
P27466	1.01926099572965e-06
P37370	8.47671906638332e-07
P15565	2.43141629288246e-07
P38688	1.64896636743807e-06
P38779	1.1621662711853e-06
P53914	2.69928544040633e-07
P08456	3.22713451393732e-07
P32502	9.4802244068952e-07
Q06336	4.69657891169443e-07
Q07651	3.59115386519638e-06
Q03430	1.11154954891934e-06
P53925	2.62083308279145e-07
0	6.46066230390407e-06
P38197	9.75163011691136e-07
P39107	3.6697367350833e-06
Q01976	1.05811519462452e-06
P47089	5.66444166632773e-07
P07255	5.80611825087334e-06
P32566	1.31371345139373e-06
P40043	1.20179638805272e-06
P00812	1.28770856641704e-06
P30771	2.72116241702868e-07
P32331	1.36723412394966e-06
Q04599	9.61487961881673e-07
P32501	1.31171462848866e-06
Q86ZR7	6.91516389829713e-07
Q04430	2.81499757458067e-07
P23833	8.15183514059262e-07
P47818	6.72233568095661e-07
Q02933	5.9521329347214e-07
Q02785	2.97174172191046e-07
P38323	1.5004329143287e-06
P06633	1.75495917133729e-06
P32939	2.29472320089832e-06
P40086	2.90776385671416e-07
P40188	3.35816152540896e-06
Q12405	3.50605548209713e-06
P06245	1.45463000757465e-06
P06244	7.64798712384795e-07
P36101	7.1636387326811e-07
P40509	7.64098902022737e-07
P38439	1.09946340169659e-07
P36150	2.04088959719579e-07
Q99369	1.20015901252394e-06
P20051	2.01298761698388e-06
P39925	1.51463000757465e-07
P46151	8.06341712386411e-07
P46669	4.72491659253283e-07
P53200	4.12690881147531e-06
P42842	3.27793273487615e-07
P53551	1.47857486181601e-06
P06785	1.92424120746592e-07
P38254	5.20707638886691e-07
Q06706	6.19705516824721e-08
P54730	1.40213766997604e-06
0	3.21227006144477e-06
Q05778	6.81116947034593e-07
Q03798	5.29332542370609e-07
Q08438	5.17277547072981e-07
P09201	6.02429707095687e-07
P48527	1.09933062768496e-06
Q03713	3.91223016745894e-07
P53045	5.03646303215847e-07
P12686	9.5473427547883e-07
Q02630	2.64439561942232e-07
P53261	9.80803513440495e-07
Q04767	4.1253481784934e-07
P32892	1.17190255937229e-06
P40561	8.39440505889397e-07
P27810	3.22058054983542e-07
P39744	7.09317890245392e-07
Q3E7X9	1.02716155159895e-05
Q05788	1.41752912974378e-06
Q12289	9.63374253017762e-07
P04161	5.00803181249773e-07
Q12176	3.64588895838449e-07
0	1.03814394378442e-06
P38166	2.91329973941398e-06
P32472	8.29144841001749e-07
P46989	4.63407037104181e-07
P25555	1.30752013888445e-07
P32564	1.40157663923413e-06
Q06385	5.19125873639064e-06
P53140	1.31782544309298e-07
P32611	1.04830106520972e-06
P53927	8.81168260864131e-07
P25574	1.04644852795786e-06
P13586	3.08949382277428e-07
P38333	3.60843902125683e-07
P40160	8.61381399461231e-07
P16622	1.255047961822e-06
P53301	4.13893672811144e-07
Q06493	1.41099920903728e-06
P05745	3.7459237435486e-06
P40312	7.36954263223535e-06
P47008	1.38240196076861e-06
P36521	6.71979983330391e-06
P40553	8.86368592128113e-07
O13563	3.8070004295942e-07
P40452	6.27372309587089e-07
P24521	3.15425450656329e-07
P20604	3.35203532020636e-07
P42941	1.012408017487e-06
P38623	1.67360521313003e-07
P43569	2.69641812630085e-07
P43639	2.67269690478387e-07
O13297	1.2641426294605e-06
P53332	2.56389152301276e-07
P43619	1.72240196076861e-06
P35179	1.17705100583172e-05
P07258	8.66779259725209e-07
P36160	1.01929416089758e-06
P25626	1.5671860169373e-06
P30619	4.83799367229821e-07
P25367	5.6978834729365e-07
P32387	1.58004729082879e-07
P38985	1.16598868320139e-06
P38349	7.95747983034165e-07
P38804	1.20750657197852e-06
P42942	6.32259408370161e-07
Q05123	4.76423757355029e-07
P46985	7.57276355850181e-07
P53008	9.78783260702449e-08
Q06678	4.10868764149712e-07
P40517	4.16132333964919e-07
P22579	1.43387446969608e-07
Q06630	6.23774099132965e-07
P42826	8.42338941321917e-07
Q08645	1.97798678998881e-06
Q12125	3.55006314071222e-07
P38874	2.1436217782097e-06
P36059	4.33034753614239e-07
Q12164	2.74784037996292e-06
Q12402	9.36463644835333e-06
P53550	1.02219831925122e-06
Q03148	9.3256e-07
P53337	7.39829287458282e-07
Q04373	8.55257895111576e-07
P52490	1.27175824719897e-05
A5Z2X5	8.60585884954282e-06
P08466	5.12135798724585e-07
P32447	2.4668603082237e-07
P37254	1.06046116494838e-07
P38736	1.40745094691249e-06
P43586	1.66477494294289e-06
P38167	1.33748110016431e-06
P50087	2.47872938534794e-07
P53131	3.20716826086413e-07
P25655	8.75201539244638e-07
P32451	8.14113858520448e-07
P26755	4.08959881662239e-07
P18962	3.84461164269501e-07
P12904	9.62454225210777e-07
P08539	4.10923009878695e-07
P46956	9.81987396643315e-08
P39685	4.80601924499185e-07
Q03761	3.16991621127927e-07
Q04279	3.36885913974498e-07
Q06252	2.72299762711183e-07
P08465	5.24008385040517e-07
P32610	1.58544816889961e-06
P43535	3.07030188574766e-07
0	1.34351149998807e-06
P04911	2.38289010298754e-06
Q12692	3.98881259717311e-06
P43612	4.28605608079777e-07
P28319	1.15622583611833e-06
Q12359	2.82122873332656e-06
P22517	8.56215753574074e-07
P41814	1.25958474573262e-07
P54860	4.1886040240239e-07
Q07938	1.84944138156437e-07
P38759	2.06436962813608e-07
P37299	1.51336271740973e-06
Q03976	4.21193968797352e-07
Q03579	3.79194124384282e-06
P25348	1.6964939860945e-05
Q06143	2.34897918469162e-07
Q02959	1.27901173045873e-06
Q03769	6.88399331841841e-07
Q12012	6.89647748340418e-07
Q06010	1.52700947694999e-07
P32802	4.96599415975612e-07
P38144	6.91900795495332e-07
P40533	3.07543713072142e-07
Q12743	2.29072238415878e-07
Q12009	1.62477494294289e-06
P25372	1.10803708641443e-06
Q12389	1.8354344192934e-07
Q12754	4.00155262661848e-07
Q08096	1.271970041535e-06
Q06137	3.74222145593845e-07
P53224	1.66906317175299e-06
P40564	2.24591106196549e-06
P31384	5.22629545471171e-07
P32453	2.63890190327163e-07
P10962	8.60219496672506e-07
Q12341	9.16428940843219e-07
Q06705	6.04833300030054e-07
P38109	2.662e-07
P47001	6.03603473448125e-06
P47148	5.35998542481476e-06
Q12034	2.55555474636797e-07
P53860	6.71282877817479e-07
P38853	1.74730107628665e-07
Q02908	1.19532313363432e-06
Q08446	6.24389002272394e-07
Q03103	3.84282601985621e-07
P39994	3.45273997067856e-07
P36051	6.87756722842598e-07
P39965	2.11944649701202e-07
P38629	1.6248e-08
P32461	4.04156101628645e-07
Q03559	3.05177079398381e-06
P32604	4.50707555496319e-07
P34164	1.51254165594823e-06
P40348	5.33575877962372e-07
P38069	4.60953399660126e-07
P07347	1.2815160578979e-06
P32597	6.21794483531795e-07
P32319	3.62391272154649e-07
P53064	1.02295075042434e-06
Q12314	2.46932824118974e-07
P38281	6.09299762711183e-07
Q12355	2.13820315771917e-07
Q08223	2.89995199842181e-07
P40066	3.35655977161497e-07
P47006	9.20173528207988e-07
P35996	3.3464085803007e-06
P38074	5.36176241525127e-07
Q02793	2.92981848362113e-06
P40343	1.36764986569746e-07
Q06146	7.20994142489331e-07
P53256	1.42070465294141e-06
P39984	1.00720278846119e-07
P14741	8.55413699127299e-07
Q07807	9.6231674145937e-07
P43561	2.71618503026873e-07
P38930	9.26962467355828e-07
P16370	8.04341297475742e-06
P34909	6.44600145530495e-07
P40011	4.07888876483877e-07
P32583	1.12168530226431e-06
Q05946	3.77312805719211e-07
P13259	1.3870531473079e-06
P38089	4.13426745495477e-07
Q12306	1.74147652329083e-06
Q12133	1.42461504939347e-06
Q05775	2.52736354345527e-06
Q12404	3.47429456233414e-07
P37293	1.09923667533865e-06
Q12374	4.2339576451174e-07
Q08920	3.2072e-07
P32799	2.47369629897408e-07
Q99325	1.11661424168231e-06
Q03774	5.64553759349363e-07
Q12331	2.65960784307443e-07
P53326	1.37755986286865e-07
P47141	4.21893118684614e-07
P32860	3.41288824301259e-06
Q05871	3.92048217343837e-07
Q02486	1.04527064505264e-06
P38116	1.9899383005423e-07
Q12242	2.12296607851218e-06
P40056	3.41143553590156e-06
P31334	1.19431854157433e-06
P39008	1.69974097914175e-06
P32329	9.37366571763862e-07
P10622	1.15996321362554e-06
Q06505	2.19914955965322e-07
Q08409	8.38819672381036e-07
P25617	1.21530096029418e-07
P22214	7.21794726339671e-07
Q12283	1.30614259964823e-07
P53072	3.56070443816519e-07
P53173	1.10212900657529e-06
Q08959	6.71073126746883e-07
P32657	1.69084570891918e-06
P40157	1.26602369796936e-06
0	5.07585279447109e-07
P42935	3.51216505869873e-06
P37267	3.39888322652588e-07
P42936	1.68974097914175e-06
P53920	2.56406763485338e-07
Q02931	2.5444e-07
P51601	4.70384514818042e-07
P39525	5.30956122513883e-07
P38196	1.15085887184591e-07
P32783	6.3856525714818e-07
P53040	6.10180169765479e-07
Q02457	2.61154968965019e-07
P30605	3.3402323156585e-07
Q03799	1.28750698753376e-06
Q05166	8.42731416280905e-07
Q03677	9.56743873419796e-07
P53155	9.1061105942249e-07
P36036	6.50858706060121e-07
P32769	1.15940986448275e-06
0	2.14410086562198e-06
P05319	5.96396808379549e-06
P36040	2.0124e-07
P33331	6.46942619824682e-07
Q05518	2.662400737967e-07
P38862	2.21918757588313e-06
Q12082	3.16504796182199e-07
P08018	3.03994444077048e-07
P40260	7.36250693076557e-07
Q99216	1.79050159419746e-06
Q12206	5.96289777770922e-07
Q01454	1.78095949514127e-07
P06197	9.93229220728924e-07
P34243	3.48495459803812e-07
P39109	2.10504229042333e-07
P32459	1.72827297363848e-06
P38352	1.21198450328754e-07
P48240	1.01988645866822e-06
Q12328	1.21753773571846e-05
P32831	1.6969935891937e-07
P39104	7.79520079654803e-08
P11792	2.63125915031727e-07
P40459	1.01760688766246e-06
P52918	3.46468163499366e-06
Q06839	1.65377990112701e-07
P15790	2.04232357459108e-06
Q12453	8.61230465073482e-07
P40557	1.89844429118769e-07
Q03280	1.25904359481866e-07
P38892	3.07213098085711e-06
P13130	3.54806344031016e-07
P32900	8.47806370685398e-08
P39742	1.5654344192934e-06
P47103	5.65411665658099e-07
P35999	2.53702963230742e-07
P47150	1.21805981413961e-06
Q04119	3.75800369292765e-07
P29468	3.85346725403774e-07
0	6.5137514131593e-07
P23642	6.78761333647821e-07
P36973	1.86839865795788e-06
Q04212	6.21883070678802e-07
Q12320	5.90886687444344e-07
P46995	5.70795836938323e-08
P17064	1.83850650209035e-06
P40218	6.47690140157752e-07
P53732	5.12557018472521e-07
P23369	4.1826530915371e-07
Q03020	8.35024191029963e-07
P53924	3.4744497126922e-07
Q03674	1.14541468720305e-06
Q03497	2.87346398258242e-07
P53296	8.92342460060025e-07
P13185	7.5417701625051e-08
P38342	7.43339794302973e-07
P41819	1.51480985662416e-07
P13587	4.66609376940104e-07
P53859	6.77832258819955e-07
Q06107	5.72469363600666e-07
P33754	2.83748625378519e-07
Q08444	5.48091834854503e-07
0	3.47900014319807e-07
Q02890	3.39476908906881e-07
Q03219	8.37998382640062e-07
P25335	3.25342154999492e-07
P47158	1.2178963916567e-07
P37304	8.13388032853978e-07
P53073	2.15393026479392e-07
P34087	2.4468915372964e-06
P24279	1.17714076665107e-07
Q02948	2.06624312844931e-07
P53909	4.32847412468151e-07
P43600	8.84363782135215e-07
P38129	6.46774027785682e-07
P38903	4.34711932908195e-07
Q12270	1.87091190063818e-06
Q07716	7.72789044850961e-07
P53323	1.87909241810567e-07
P32500	4.1608843638457e-07
P48569	5.13931086077652e-07
P36165	6.36108951408486e-07
P48813	3.07533478053456e-07
Q06169	1.29090521590142e-07
P34077	2.41227871321135e-06
P53125	5.19904585464149e-08
P25632	7.10117460498582e-07
P32909	2.35635039620094e-07
Q07688	1.04888009569158e-06
P46982	1.05582548141237e-06
P40064	1.3850915805323e-07
P53066	4.61335166463493e-06
P36525	2.16561204654468e-07
P53829	2.21856725696866e-07
P38902	4.49241157531183e-07
P25560	1.88435715570136e-06
P32388	9.606003314042e-07
P38719	3.47018965377727e-07
Q03533	3.33075364771336e-07
Q02784	9.95019487034984e-07
P21825	1.391422985849e-06
P53322	6.21010746025128e-07
P40959	7.17711832714386e-07
P06100	2.16569857931272e-06
P32349	2.08913245028634e-07
Q92325	5.34021865477365e-07
P23797	6.18850562905714e-07
0	2.32664945995963e-06
P06182	3.14041093118894e-07
Q08245	4.54232486963613e-06
Q06683	1.92868740655395e-07
P53329	2.69587912359948e-06
Q9P305	2.32248289298656e-06
P33310	2.48671222993205e-07
Q12108	2.11035893557837e-06
Q99312	8.4833643255619e-07
P47173	6.70527455715052e-07
Q08217	2.37534625782212e-07
P40357	1.76965972823054e-07
P07834	2.4668199727864e-07
P53139	3.58179267559845e-06
P40344	4.92901521151243e-07
P33301	7.05924675928561e-07
P40168	3.62535407322062e-06
P42937	4.75154114831045e-07
P38266	1.50497660604393e-07
P40078	1.2128743947542e-06
Q00582	9.13065718574321e-07
P26793	5.50998366656458e-07
Q07655	4.64650160474352e-07
P32617	1.08946860459847e-06
P25332	1.47002938407639e-07
P38805	3.00208401901069e-07
P47064	1.5042738240467e-06
P43132	2.98898629258584e-07
Q08023	1.93738454453441e-06
P53848	2.49493464051241e-06
P25358	8.32463286867392e-07
P53894	2.49261702204766e-07
Q03735	3.98520774348205e-07
Q12396	9.03858625987457e-07
P39960	8.03736344621421e-08
P47164	5.50824896453316e-07
P32862	5.59966325151293e-08
P04039	7.02132483920972e-06
P40081	1.23782704479064e-06
P31109	1.98398750312066e-06
Q12178	2.44596546388557e-06
Q12481	3.20840878658204e-07
P32798	1.94385572154139e-06
P32048	7.43276547377797e-08
P53309	3.70722611371475e-06
P34251	1.18002938407639e-07
P38172	4.74598764049383e-07
Q02770	6.77324441887895e-07
P52593	1.43263188091757e-07
P47107	1.31705757535593e-06
P34163	1.19184458748505e-06
P53378	1.54856064393626e-06
P40002	1.85122043068296e-07
